Name	Category	Latitude	Longitude
Andy Martin's Corner	Convenience store	41.1904527	-73.1533875
Martin's News Shops	Newsstand	42.3555144	-71.0530268
⭐ Martin's Services	Plumbing supply store	42.3230474	-71.098849
Martin Tire and Auto Repair	Auto repair shop	42.2589606	-71.8214421
Martin's Restaurant	Breakfast restaurant	42.127867	-70.942222
Martin's Waltham Spring Co	Auto spring shop	42.3759375	-71.2337369
Martin Cabinet Inc	Cabinet maker	41.6527073	-72.8742178
Martin-Brower/McDonald's Distribution Center	Food products supplier	42.0043088	-72.5219455
Martin's News Shops	Newsstand	42.3561065	-71.0568336
Geography Department	University department	41.8103	-72.251287!3m4!1s0x89e68a3a5868b15b:0xa90e70551679594!8m2
Philip E. Austin Building	University department	41.8103	-72.251287!3m4!1s0x89e68a3a58f465b9:0xa5f0e244c34911f4!8m2
1345 Storrs Rd	Storrs, CT 06268	41.808858	-72.2473825
14 Husky Cir	Storrs, CT 06268	41.8018884	-72.2584927
Connecticut		41.6032207	-73.087749
Chirnside Rd & Ella Grasso Turnpike	Windsor Locks, CT 06096	41.9340583	-72.670664
Ella Grasso Tpke and Opp Chirnside Rd	Bus stop	41.93391	-72.67078
CT-195	Connecticut	41.7691878	-72.2016049
State Hwy 430	Mansfield, CT	41.8116474	-72.2497131
Sam's Food Stores	Convenience store	41.8091059	-72.2605585
Sam's Food Stores	Grocery store	41.784652	-72.4980243
Sam's Food Stores	Convenience store	41.795529	-72.521054
Sam's Food Stores	Convenience store	41.9857499	-72.4435429
Sam's Food Stores	Convenience store	41.7042171	-72.5925839
Sam's Food Stores	Tobacco shop	42.0228616	-72.5603879
Sam's Food Stores	Corporate office	41.6697317	-72.6422773
Sam's Food Stores	Convenience store	41.5408199	-72.0852156
Sam's Food Stores	Convenience store	41.9925905	-71.5147293
Sam's Food Stores	Convenience store	41.7374243	-72.6715544
Sam's Food Stores	Convenience store	41.7668649	-72.7070203
Sam's Food Stores	Convenience store	41.711415	-71.445217
Sam's Food Stores	Convenience store	41.5344099	-72.0559038
Sam's Food Stores	Convenience store	41.8168468	-71.4438319
Sam's food stores	Grocery store	41.7439634	-72.6825564
Sam's Food Stores	Convenience store	41.7366803	-72.6287235
Sam's Food Stores	Convenience store	41.7365855	-72.685677
Sam's Food Store	Convenience store	42.0878091	-72.5680816
Sam's Food Stores	Convenience store	41.732421	-72.7342989
Sam's Food Stores	Gas station	42.1111986	-72.0946138
Storrs Wine and Spirits 2	Liquor store	41.8091059	-72.2605585
1361 Storrs Rd	Storrs, CT 06268	41.8101247	-72.2484095
93 Elm St	Willimantic, CT 06226	41.7164101	-72.2010657
7 Cameron	Apartment building	42.3979333	-71.1299982
7 Cameron	Apartment building	42.3979333	-71.1299982
Linear Park at Mass Ave Hubway Station	Bike sharing station	42.3977951	-71.1302519
Attorney George W. Spartichino Park	Park	42.3977741	-71.130251
UConn Foundation	University department	41.8078144	-72.2577487!3m4!1s0x89e68a3f2f018309:0xaaa441cb938de642!8m2
Lot 9	Parking lot	42.3659012	-71.1062766
Natick Mall - Lot 9	Parking lot	42.3026901	-71.3817492
Big E Gate 9 Parking Lot	Parking lot	42.0935416	-72.611789
E-9 Parking Lot	Parking lot	41.8081645	-71.4110356
Long Term Parking Lot 9	Airport parking lot	40.6614106	-73.8246797
Westchester Comm College Lot 9	Bus stop	41.065059	-73.787377
Ford Parking Lot 9	Parking lot	40.7220225	-73.5926699
9 Commerce Drive Parking	Parking lot	41.528882	-71.299805
9 Lewis St Garage	Parking lot	41.7656367	-72.6756201
9 West St Parking	Parking lot	42.2579032	-71.1161226
Metuchen Station Lot 9	Parking lot	40.541296	-74.363923
Staten Island Mall - Lot 9	Parking lot	40.5782012	-74.1649488
Bridgewater Commons - Lot 9	Parking lot	40.5854165	-74.6212287
Institute of Public and Urban Affairs	University	41.8054885	-72.2502812
UConn Lot C (Commuter Lot)	Parking lot	41.8134054	-72.2683115
Storrs Rd	Mansfield, CT	41.7941388	-72.2351599
Price Chopper	Supermarket	41.8024167	-72.241945
Price Chopper	Supermarket	41.9191667	-71.9066667
Price Chopper	Supermarket	42.0614108	-71.8629937
Price Chopper	Supermarket	41.87067	-72.661447
Price Chopper Pharmacy	Pharmacy	41.919091	-71.9070675
Price Chopper	Supermarket	42.2429982	-71.829573
Price Chopper	Supermarket	42.2134478	-71.7979271
Price Chopper	Supermarket	41.668731	-72.7214401
Market 32 by Price Chopper	Supermarket	42.1601947	-71.7327144
Price Chopper Floral	Florist	41.9202964	-71.9059544
Price Chopper	Supermarket	41.553181	-72.6804023
Price Chopper	Supermarket	42.2448382	-71.9933873
Price Chopper	Supermarket	42.2710035	-71.815068
Price Chopper	Supermarket	42.2470852	-71.7727209
Behind the Rocks	Hartford, CT 06106	41.7438504	-72.7021291
29 Oak Hill Rd	Storrs, CT 06268	41.8083996	-72.2437689
29 Oak Hill Dr	Willimantic, CT 06226	41.7261084	-72.2277465
UConn Athletic Communications	Athletic club	41.8054023	-72.2544947
CT-195	Connecticut	41.7691878	-72.2016049
202 Broad St	Providence, RI 02903	41.816455	-71.4185107
Trooper Russell A. Bagshaw Memorial Field	Broad St	41.7828491	-72.5341625
Horsebarn Hill Rd Ext	Mansfield, CT 06269	41.8143188	-72.2457896
HuskyTech	Computer repair service	41.8066349	-72.2518178
Storrs Community Church	Religious organization	41.8371773	-72.3121966
199 Cedar Swamp Road Extension	Coventry, CT 06238	41.7958586	-72.4167223
Nathan Hale Hall	Student dormitory	41.8057485	-72.2593515
Nathan Hale Hall	Insurance agency	41.3272558	-72.0937014
UCONN Huskies Memorial	Memorial park	41.8077429	-72.2541239
University of Connecticut	University	41.8077414	-72.2539805
Electric Blue Cafe	Adult entertainment club	41.86518	-72.3632029
Village Spirit Shop	Liquor store	41.8652186	-72.3630703
Papa T's	Italian restaurant	41.8651186	-72.363081
Elmer S. Watson Hall	Storrs, CT 06269	41.8037474	-72.2505819
2023 Hillside Rd	Storrs, CT 06269	41.804328	-72.2528895
Connecticut State Museum-Natural	Museum	41.8042539	-72.2528104
209 Twin Hills Dr	Coventry, CT 06238	41.8000804	-72.4070291
209 Twin Hills Dr	Longmeadow, MA 01106	42.0448992	-72.5406963
94 N Elm St	Westfield, MA 01085	42.1322747	-72.7438319
94 Elm St	Willimantic, CT 06226	41.7162736	-72.2009957
119 Oakland St	Manchester, CT 06042	41.7976423	-72.520027
119 Oakland St	Springfield, MA 01108	42.0883104	-72.5636796
Simpson Bay	Sint Maarten	18.0385649	-63.1163276
Lot S	University	41.8036196	-72.2467891
S FrontagePark and Ride Lot and S Frontage Rd	Bus station	41.730369	-72.201769
Norwichtown	Norwich, CT 06360	41.5719818	-72.0882123
1260 Storrs Rd	Storrs, CT 06268	41.8044833	-72.2438145
Christ Sun of Justice	Catholic church	42.7317711	-73.6723573
Newington	Connecticut	41.6972996	-72.7228293
2083 Hillside Rd	Storrs, CT 06268	41.8068957	-72.2552259
Mansfield Center Cemetery	Cemetery	41.808428	-72.249531
New Mansfield Center Cemetery	Cemetery	41.763546	-72.1935643
Olde Mansfield Center Cemetery	Cemetery	41.7621809	-72.1955026
Massachusetts Turnpike	Massachusetts	42.182528	-72.2152909
Charlton	Massachusetts 01507	42.13565	-71.970074
St Mark's Episcopal Chapel	Episcopal church	41.8118806	-72.2535
St. Timothy's Church	Church	41.8119467	-72.2534959
2000 Storrs Rd	Storrs, CT 06268	41.8311561	-72.2951471
Connecticut Turnpike	Connecticut	41.5188281	-72.1195985
Billy Folly Road	Sint Maarten	18.0278287	-63.0931896
Woodward Greenhouses	Greenhouse	41.766232	-72.1385058
The Greenhouse At La Cucina De Hampden House	Italian restaurant	42.0582298	-72.440785
Ledgecrest Greenhouses	Greenhouse	41.7736627	-72.2063976
The Greenhouse Apartments	Real estate agency	42.3446698	-71.0822009
Tri-County Greenhouse	Greenhouse	41.812969	-72.2949801
The Glass Greenhouse & Farm Market	Greenhouse	40.9487462	-72.5915464
Greenhouse Wood Fired Grill	Pub	42.102083	-71.504433
The Dudley Greenhouse	Greenhouse	42.322771	-71.073937
Hart's Greenhouse & Florist	Greenhouse	41.6957924	-71.9848757
Baltic Greenhouse	Garden center	41.6186995	-72.1051296
Kristen's Country Greenhouses	Greenhouse	41.5793178	-72.2297648
Logee's Greenhouses	Garden center	41.815649	-71.882447
Sprucedale Gardens Greenhouse & Nursery	Garden center	41.9365315	-71.9817432
Groden Greenhouse	Greenhouse	41.8438373	-71.4074377
Hart's Greenhouse & Florist	Garden center	41.7938889	-71.9386111
Atwood Avenue Greenhouses	Greenhouse	41.793299	-71.476864
The Greenhouse in Deal Florist and Garden Center	Florist	40.2630301	-74.0002614
The Greenhouses	Event venue	41.657003	-74.2300209
Lamoureux Greenhouses	Greenhouse	42.1689081	-72.1304057
Horse Listener's Orchard	Orchard	41.8507344	-72.1471938
Buccaneer Beach Bar	Bar & grill	18.0319246	-63.0928736
Geography Department	University department	41.8103	-72.251287!3m4!1s0x89e68a3a5868b15b:0xa90e70551679594!8m2
Philip E. Austin Building	University department	41.8103	-72.251287!3m4!1s0x89e68a3a58f465b9:0xa5f0e244c34911f4!8m2
College of Liberal Arts and Sciences	University department	41.8103584	-72.251189
State Hwy 430	Mansfield, CT	41.8116474	-72.2497131
North Veterinary Clinic	Veterinarian	41.8669714	-72.1504909
North Campus Dining Hall	Restaurant	41.8121943	-72.2584535
North Campus Barber Styling	Barber shop	41.8085184	-72.2625829
Illianos of North Windham	Italian restaurant	41.7414239	-72.1777556
North Windham School	Elementary school	41.7409617	-72.1571196
North Garage	Parking garage	41.8084389	-72.2580487
North East Placement Services	Employment agency	41.892053	-72.0845331
north	American restaurant	41.8231368	-71.4157829
Repair Zone - North Windham	Mobile phone repair shop	41.7414239	-72.1777556
Jazzercise of North Windham	Physical fitness program	41.7387767	-72.1805803
ALDI	Grocery store	41.7386405	-72.1790117
Iron Bridge North	Bridge	41.7833935	-72.2027144
North/Northwest	Bus stop	41.810595	-72.25723
North Ashford	Eastford, CT 06242	41.9542636	-72.1047983
Airline Trail North	Gym	41.8650392	-71.9645714
North Star Foundation	Non-profit organization	41.7688295	-72.2415171
North Hill	Mountain peak	41.7239875	-71.9742408
North River Road Self Storage	Self-storage facility	41.8893547	-72.3107178
North Windham Small Engine Repairs	Lawn mower store	41.7444957	-72.1694956
North Woodstock	Woodstock, CT 06281	41.9903748	-71.9970186
Biology/Physics Bldg	Storrs, CT 06269	41.80988	-72.2566459
School of Fine Arts Art Ceramics Studio (ACS)	Art school	41.804169	-72.2530243
Benjamin Franklin Koons Hall	University department	41.8085022	-72.2510222
Rhoades Heather J	Attorney	41.7604536	-72.740304
Bourdeau Paul L	Attorney	41.7604536	-72.740304
Abdelnour Edward D	Attorney	41.7604536	-72.740304
CT-195	Connecticut	41.7691878	-72.2016049
Peter J. Werth Residence Tower	Student dormitory	41.8062012	-72.2584071
Mirror Lake Island	Park	41.8072296	-72.2475941
Scotland	United Kingdom	56.4906712	-4.2026458
Mirror Lake	Lake	41.8069239	-72.2471122
Mirror Lake	Swimming lake	41.8069239	-72.2471122
Mirror Lake	Swimming lake	42.525097	-71.6133785
Mirror Lake	Lake	42.0875867	-71.3256531
Mirror Lake	Lake	41.5486821	-72.8349312
Mirror Lake	Lake	42.5604986	-71.8004279
Mirror Lake	Lake	42.5252042	-71.6113387
Mirror Lake Beach	Beach	42.525097	-71.6133785
Mirror Lake	Lake	42.0787789	-73.0954953
Coggshall Park Mirror Lake	Park	42.5618487	-71.7999903
Little Mirror Lake	Lake	42.5241196	-71.6083718
Mirror Lake	Lake	41.8667952	-73.9705141
Mirror Lake	Lake	41.2935153	-73.3574222
Mirror Lake	Lake	40.7146926	-73.2623457
Mirror Lake	Lake	44.2883921	-73.9818705
Mirror Lake	Lake	42.3943181	-73.8803138
Mirror Lake	Lake	41.1619837	-74.1816112
Mirror Lake	Lake	41.0307887	-74.2327892
Mirror Lake	Tuftonboro, NH 03853	43.6268872	-71.2734664
The Spa on Mirror Lake	Spa	42.0917181	-71.317391
Husky Heritage Sports Museum	Museum	41.8070792	-72.2581523
Cricket Wireless Authorized Retailer	Cell phone store	41.7302881	-72.7235935!3m4!1s0x89e7ad3ac5244039:0xfb3555fb127a2a61!8m2
Berlin	Germany	52.5200066	13.404954
Berlin	Germany	52.5200066	13.404954
300 Lawlor St	New Britain, CT 06051	41.6821862	-72.7803436
Alumni Relations Office	University department	41.8071741	-72.2579981
UConn Alumni Center Banquet Hall	Banquet hall	41.807195	-72.2579385
Starbucks	Coffee shop	41.803166	-72.242154
Starbucks	Cafe	41.802194	-72.241536
Starbucks	Coffee shop	41.804584	-72.253478
Starbucks	Coffee shop	41.8394127	-71.8848515
Starbucks	Coffee shop	41.585278	-71.99707
Starbucks	Coffee shop	41.830601	-72.495842
Starbucks	Coffee shop	41.813314	-72.52643
Starbucks	Coffee shop	41.8103133	-72.5491648
Starbucks	Coffee shop	41.5115083	-72.111851
Starbucks	Coffee shop	42.061416	-71.86298
Starbucks	Coffee shop	41.572473	-72.334767
Starbucks	Coffee shop	41.479214	-72.103391
Starbucks	Coffee shop	41.712532	-72.606823
Starbucks	Coffee shop	41.706489	-72.594949
Starbucks	Coffee shop	41.8056	-72.558877
Starbucks	Coffee shop	41.998222	-72.583003
Starbucks	Coffee shop	41.76737	-72.568754
Starbucks	Coffee shop	41.720242	-72.620268
Starbucks	Coffee shop	41.762996	-72.671786
Starbucks	Coffee shop	41.754447	-72.681095
Buckland St	Manchester, CT 06042	41.8024517	-72.5526494
Buckland St	Palmer, MA 01069	42.163929	-72.332905
Buckland Rd	South Windsor, CT 06074	41.8171803	-72.5529808
236 Glenbrook Rd	Storrs, CT 06269	41.8094489	-72.2534988
742 CT-32	North Franklin, CT 06254	41.6316839	-72.1656025
41 Main St	Hampton, CT 06247	41.7702614	-72.0571257
Shell	Gas station	41.770807	-72.0878084
Shell	Gas station	41.7207621	-72.2027851
Shell	Gas station	41.7205039	-72.2368051
Shell	Gas station	41.9176099	-72.2610316
Shell	Gas station	41.841467	-71.8774905
Shell	Gas station	41.797972	-71.9075358
Shell	Gas station	41.8461045	-71.8883552
Shell	Gas station	41.6646478	-71.9130117
Shell	Gas station	41.7385109	-72.3706807
Shell	Gas station	41.8592711	-72.4319551
Shell	Gas station	41.851004	-72.4835112
Shell	Gas station	41.5548279	-72.1076218
Shell	Gas station	41.829348	-72.4799782
Shell	Gas station	41.812824	-72.512349
Shell	Gas station	41.5902178	-71.99049
Shell	Gas station	42.11636	-72.067703
Shell	Gas station	42.0971113	-72.0196437
Shell	Gas station	41.785231	-72.4591861
Shell Gas Station	Gas station	41.7846126	-72.5006089
Shell	Gas station	41.781132	-72.5363265
ATM (Bolton Gulf)	ATM	41.7850665	-72.4588243
Fine Arts Complex	School	41.8043865	-72.2442561!3m4!1s0x89e68bba0e3a6bc1:0xd264690bd772512d!8m2
Music & Dramatic Arts Library	University library	41.8043865	-72.2442561!3m4!1s0x89e68a23a4efc00f:0xb5ffc3143af73e22!8m2
147 Hnath Rd	Ashford, CT 06278	41.9294653	-72.1844422
2125 Hillside Rd	Storrs, CT 06269	41.8081888	-72.2566437
Tolland Turnpike	Connecticut	41.8373543	-72.3142683
Tolland Turnpike	Willington, CT 06279	41.8752664	-72.2635807
Randy's Wooster Street Pizza	Pizza restaurant	41.7956164	-72.5469057
Randy's Wooster Street Pizza	Pizza restaurant	41.7956164	-72.5469057
32 Jorgenson Rd	Storrs, CT 06269	41.8085955	-72.2554861
I-384	Connecticut	41.7884117	-72.4508692
Alumni Relations Office	University department	41.807195	-72.2579385!3m4!1s0x89e68a3e226a88a7:0x1274df4fa15c2997!8m2
Husky Heritage Sports Museum	Museum	41.807195	-72.2579385!3m4!1s0x89e68a3e226a88a7:0xf650e7f924bc1353!8m2
UConn Alumni Center Banquet Hall	Banquet hall	41.807195	-72.2579385!3m4!1s0x89e68b6525cad34f:0xec8a80a9664ae564!8m2
401 US-44	Poughkeepsie, NY 12603	41.6954614	-73.9085411
214 Glenbrook Rd	Storrs, CT 06269	41.810394	-72.2521829
Jonathan Trumbull Hwy	Connecticut	41.7193856	-72.3366728
571 Hartford Rd	Brooklyn, CT 06234	41.7862501	-71.9983063
Sunset Terrace	Brooklyn, CT 06234	41.7805044	-71.9239632
Ted's Restaurant & Bar	Bar & grill	41.8090078	-72.2600146
949 CT-32	North Franklin, CT 06254	41.6541134	-72.1516779
98 Kingston St	Cambridge, MA 02140	42.396977	-71.1276013
98 Kingston St	Boston, MA 02111	42.3525	-71.0593808
Forbidden Fruit	Adult entertainment club	40.7975125	-73.1191986
Forbidden Fruit	Adult entertainment store	42.9918638	-71.4623013
Forbidden Fruit	Furniture maker	42.3969686	-71.1273959
Forbidden Fruit Gallery	Vaporizer store	44.2856637	-69.7900166
Sherpadog Renovations	General contractor	42.3969686	-71.1273959
New England Sunrooms & Conservatories, Inc	General contractor	42.3044974	-71.3279154
GLC Painting and Carpentry	Painter	42.3601984	-71.127229
Charles Chute Painting Co	Painter	42.3751748	-71.152617
Mod-Tech Homes, LLC	Modular home builder	42.1813347	-70.90717
Speaking Like A Pro	Consultant	42.3969608	-71.127393
Dorothy O. Lewis Sr, MD		41.7856695	-72.495802
Dorothy O. Lewis Sr, MD	Doctor	41.3069846	-72.9330835
Christina M. Maxwell, LPC		41.7856695	-72.495802
Callahan John F PhD	Psychologist	41.7676867	-72.7160171
John F. Callahan, PHD		41.7856622	-72.4958145
Diane Cohen, PhD		41.7856622	-72.4958145
Cohen Diane D	Attorney	40.8587085	-73.3952569
Medwid Daria	Physical therapist	42.3627167	-71.2047714
Kim Bickford, RN		41.7856695	-72.495802
Bickford Kim	Dentist	42.740573	-71.046106
kimberly bickford	Acupuncture clinic	43.8353698	-70.432967
Gilda M. Rodriguez, LCSW		41.7856622	-72.4958145
Pamela M. Gay, APRN	Psychiatrist	41.7856695	-72.495802
Melissa L. Cusson, MED	Counselor	41.7856695	-72.495802
Jennifer Robinson, LPC		41.7856695	-72.495802
Jennifer L. Robinson, Lpc	Counselor	41.8184198	-72.8291888
Jennifer Robinson, MA, LMHC, NCC	Mental health clinic	42.1036261	-70.8002566
Doherty Jennifer E		42.36257	-71.068255
Dr. Jennifer L. Robinson Williams, MD	Doctor	40.781696	-73.957175
Robinson Jennifer A MD	Doctor	39.2910764	-76.5461639
Jennifer Robinson, MD	Obstetrician-gynecologist	39.3757006	-76.4594719
Dr. Jennifer G. Robinson, MD	Doctor	41.6592133	-91.5482557
Jennifer Acton Robinson MD, MPH	Obstetrician-gynecologist	39.2901622	-76.5471072
Jennifer N. Robinson, LPN	Doctor	42.8243202	-75.8129241
Bukola E. Olode, LMSW	Doctor	40.6570179	-73.8781548
Kenneth E. Walkama, MA		41.7856695	-72.495802
Leslie Cantale, LPC		41.7856695	-72.495802
Brandi L. Welton, MSW	Counselor	41.7856695	-72.495802
Julie Calabro, LCSW		41.7856695	-72.495802
Jason A. Boucher, LMFT	Counselor	41.7856695	-72.495802
Sharon Hinton, APRN		41.7856695	-72.495802
Select Behavioral Health LLC: Hinton Sharon	Family counselor	41.3717906	-72.1158758
CHR	Mental health clinic	41.7160102	-72.2245813
The Center for Health and Wellness at CHR	Non-profit organization	41.772536	-72.539179
CHR Community Health Resources	Doctor	41.7827265	-72.6000777
CHR	Mental health clinic	41.7856695	-72.495802
CHR	Non-profit organization	41.9882128	-72.556675
CHR	Mental health clinic	41.5320627	-72.6591584
CHR MST-BSF Norwich	Mental health service	41.524272	-72.078968
Community Health Resources	Association or organization	41.7343932	-72.2055188
Community Health Resources Danielson	Mental health clinic	41.8089338	-71.8755692
CHR at Charter Oak Health Center	Mental health clinic	41.75922	-72.685423
Community Health Resources	Community health centre	41.8221634	-72.6526012
Community Health Resources- Putnam	Medical clinic	41.9082963	-71.9177686
CHR		41.8273152	-72.7376879
Chr Doctors Office	Doctor	41.8064746	-72.5376747
Community Health Resources	Mental health service	41.772536	-72.539179
CHR/Lulu's Plaza	Bus stop	41.988287	-72.556702
Community Health Resources - Hartford	Mental health service	41.7711477	-72.6980324
Community Health Resources	Non-profit organization	41.8800697	-72.7362259
Community Health Resources	Mental health service	41.9883483	-72.5574691
Michelle Blevin, LCSW	Counselor	41.7180879	-72.234837
Kensington at Chelmsford	Apartment building	42.5872274	-71.3792816
Kensington	Berlin, CT	41.6353769	-72.7687083
Kensington Avenue Elem School	Elementary school	42.091068	-72.5617169
The Kensington	Apartment building	42.3517847	-71.0631321
Kensington Market	Butcher shop	41.631338	-72.7613711
The Village at Kensington Place	Assisted living facility	41.5538973	-72.8095964
Kensington Fire District	Fire station	41.6326868	-72.7621276
Kensington Congregational Church	United Church of Christ	41.622756	-72.783385
Kensington Welding & Trailer	Welder	41.629512	-72.758745
Kensington Pizza	Pizza restaurant	41.6342055	-72.7676715
Kensington Auto Services Ltd	Auto repair shop	41.6374864	-72.7680106
Kensington Construction	Paving contractor	41.6284746	-72.7701437
Kensington Bird & Animal Hospital	Veterinarian	41.6324952	-72.7619854
Kensington Family Dental	Dentist	41.6343	-72.789196
Kensington Glass Co Inc	Contractor	41.6321108	-72.7425639
Kensington Volunteer Fire Department	Fire station	41.632727	-72.766164
Kensington Management LLC	Property management company	42.270144	-71.823782
Kensington Cleaners	Dry cleaner	41.640098	-72.7701194
Kensington Family Auto	Used car dealer	41.6306579	-72.760329
Kensington Real Estate Brokerage	Real estate agency	41.951002	-71.2903695
22 White Birch Dr	Tolland, CT 06084	41.8343152	-72.390689
22 White Birch Dr	West Brookfield, MA 01585	42.2637021	-72.1839819
Southbury	Connecticut 06488	41.4793072	-73.2133715
Uconn School of Engineering Undergraduate Program Office	University department	41.8090617	-72.2555633
3D Printing Club	Print shop	41.8090607	-72.2554513
Department of Chemical & Biomolecular Engineering	University	41.8091072	-72.2553931
198 Auditorium Rd	Storrs, CT 06269	41.8097576	-72.2553869
2000 Jim Calhoun Way	Storrs, CT 06269	41.8051477	-72.2536083
University of Connecticut	University	41.8077414	-72.2539805
12 Hart Dr	Poughkeepsie, NY 12603	41.7229341	-73.8490968
12 Hart Dr	West Orange, NJ 07052	40.7599808	-74.2974093
Torrington	Connecticut	41.8003049	-73.1211715
Belden Hall	Student dormitory	41.8035516	-72.2500643
A Project Service Rd	Mansfield, CT 06268	41.8119781	-72.2573531
N Driveway	Mansfield, CT	41.8116931	-72.2570712
Farmington	Connecticut	41.7360305	-72.795027
Johnston & Murphy	Shoe store	41.7223941	-72.764006
Johnston & Murphy	Shoe store	42.0375285	-71.3518064
Johnston & Murphy	Shoe store	41.2919817	-72.5343118
Johnston & Murphy	Shoe store	42.3026425	-71.3837558
Johnston & Murphy	Shoe store	42.3573578	-71.0581931
Johnston & Murphy	Shoe store	42.4817008	-71.213546
Johnston & Murphy	Shoe store	42.2313586	-71.1790656
Johnston & Murphy	Shoe store	42.367896	-71.014839
Johnston & Murphy	Shoe store	42.295072	-73.2333967
Johnston & Murphy	Shoe store	41.0317244	-73.7595966
Johnston & Murphy	Shoe store	40.8648863	-73.1299319
Johnston & Murphy	Shoe store	40.9198145	-72.7131135
Johnston & Murphy	Shoe store	43.1155238	-70.7317035
Johnston & Murphy	Shoe store	41.0533485	-73.5364978
Johnston & Murphy	Shoe store	40.7421192	-73.98943
Johnston & Murphy	Shoe store	40.7593578	-73.9741415
Johnston & Murphy	Shoe store	40.7378396	-73.6129451
Johnston & Murphy	Shoe store	40.8210618	-73.4101295
Johnston & Murphy	Shoe store	43.1734295	-73.0486175
Johnston & Murphy	Shoe store	40.6948478	-74.1746026
ZAGG at Westfarms Mall	Cell phone accessory store	41.722582	-72.76416
The Walking Company	Shoe store	41.7224783	-72.7638842
The Walking Company	Shoe store	42.3564547	-71.6126456
The Walking Company	Shoe store	42.3009301	-71.3851015
The Walking Company	Shoe store	42.347725	-71.077171
The Walking Company	Shoe store	42.2218673	-71.0242013
The Walking Company	Shoe store	42.4824439	-71.2134255
The Walking Company - Pheasant Lane	Shoe store	42.7013926	-71.4375884
The Walking Company - Northshore Mall	Shoe store	42.5403084	-70.9445553
The Walking Company	Shoe store	42.7677409	-71.2316227
The Walking Company	Shoe store	41.3799185	-73.4818551
The Walking Company	Shoe store	42.95506	-71.431911
The Walking Company	Shoe store	41.6677827	-70.2977125
The Walking Company	Shoe store	41.0967216	-74.0151825
The Walking Company - Roosevelt Field Mall	Shoe store	40.736996	-73.611122
The Walking Company	Shoe store	40.7610881	-73.9729213
The Walking Company	Shoe store	42.6890387	-73.8495372
The Walking Company	Shoe store	40.5491372	-74.3364728
The Walking Company	Shoe store	43.8570726	-70.1017891
2142 Auditorium Rd Ext	Storrs, CT 06268	41.808887	-72.2574044
Uconn lab	University lab room	41.8092314	-72.2578958
Connecticut Veterinary Medical Diagnostic Laboratory	Medical laboratory	41.8108177	-72.2549393
Child Development Laboratories	Private school	41.802072	-72.2473898
Bethlehem		31.7053821	35.2024425
Bethlehem Retirement Village	Retirement home	40.0981441	-75.2145159
Accounting Department	University	41.8059341	-72.2536754!3m4!1s0x89e68a3c2f799f09:0x7efeae9a6777578!8m2
Finance Department	University	41.8059341	-72.2536754!3m4!1s0x89e68a3c2f99ac95:0xfa34a8632c45e8c7!8m2
Management Department	University	41.8059341	-72.2536754!3m4!1s0x89e68a3c2fc7ccc3:0x1a13d3b356f9ec93!8m2
Marketing Department	University	41.8059341	-72.2536754!3m4!1s0x89e68a3c2e2b51eb:0xbeb74345e78468b4!8m2
School of Business	Public university	41.8059341	-72.2536754!3m4!1s0x89e68a3e9c441c27:0xdc480c9628aed271!8m2
UConn School of Business	Business school	41.8059341	-72.2536754!3m4!1s0x89e68a3c25638f4d:0xfc785fe715b01d01!8m2
Goodwin University	Private university	41.7428246	-72.6404704
UConn School of Business	Business school	41.805938	-72.253745
UConn School of Business	Business school	41.7670595	-72.67097
Accounting Department	University	41.8057721	-72.2535521
Ashford Finance Department	City tax office	41.8634849	-72.1620316
South Windsor Accounting Department	City government office	41.8544257	-72.6064984
Marketing Department	University	41.8057728	-72.2535517
Marketing Department	University	42.3344467	-71.1700092
Your Marketing Department CT	Marketing agency	41.3042445	-72.8276714
Marketing & Communications	University department	42.273493	-71.807279
Ashford Finance Department	City tax office	41.8634849	-72.1620316
Mansfield Finance Director	City tax office	41.8014401	-72.2425905
Windham Finance Department	City tax office	41.7133427	-72.2177237
Columbia Town Finance Department	City tax office	41.703745	-72.302498
Manchester Finance Department Administration	City tax office	41.7758071	-72.5227654
Lebanon Town Finance Department	City tax office	41.6353964	-72.2125428
Vernon Finance Office	City tax office	41.8676201	-72.448651
Hartford City Finance Department	City tax office	41.7625975	-72.6734309
Ellington Finance Department	City tax office	41.9037627	-72.467533
Springfield Finance Department	City tax office	42.1013945	-72.5899478
Finance Department	City tax office	41.8299388	-72.7367193
East Hartford Finance Department	City tax office	41.7659214	-72.6451934
Finance Department	University	41.8057737	-72.2535525
Auburn Town Finance Department	City tax office	42.1953253	-71.835399
Woonsocket Finance Department	City tax office	42.002691	-71.5135544
Ledyard Finance Department	City tax office	41.4424486	-72.0175948
Wethersfield Town Finance Department	City tax office	41.7116114	-72.6639348
Windsor Finance Department	City tax office	41.8503732	-72.6433188
Mansfield Revenue Coll	City tax office	41.8014401	-72.2425905
Cromwell Finance Department	City tax office	41.5980844	-72.6522742
Management Department	University	41.8057739	-72.2535495
State Hwy 430	Mansfield, CT	41.8116474	-72.2497131
ATM	ATM	41.8628581	-72.1631333
ATM	ATM	41.7690661	-72.1370133
ATM	ATM	41.758856	-72.1442412
ATM	ATM	41.8565784	-72.1772929
ATM (KeyBank)	ATM	41.9023039	-72.0795643
ATM	ATM	41.887365	-72.1775664
KeyBank ATM	ATM	41.9019427	-72.0798849
ATM	ATM	41.7478526	-72.1559534
