Name	Category	Latitude	Longitude	newType
Connecticut Park & Ride	Park & ride	41.886225200000005	-72.3096754	Outdoors & Recreation
Lot S	University	41.8036196	-72.2467891	College & University
S Lot	Parking lot	41.33848820000001	-72.078034	Professional & Other Places
S FrontagePark and Ride Lot and S Frontage Rd	Bus station	41.730369	-72.201769	Travel & Transport
Coventry	Connecticut	41.78468	-72.3393021	Outdoors & Recreation
Somerville Community Path	Somerville, MA 02144	42.3953466	-71.116602	Outdoors & Recreation
Somerville Community Path	Massachusetts	42.3974474	-71.1263445	Outdoors & Recreation
285 Sunset Ter	Lake Placid, FL 33852	27.246906	-81.350104	Outdoors & Recreation
Sunset Terrace	Brooklyn, CT 06234	41.7805044	-71.9239632	Outdoors & Recreation
Bryckwyck Apartments Parking	Parking lot	42.734908399999995	-73.6634417	Professional & Other Places
154 US-44	Highland, NY 12528	41.713741299999995	-73.9715681	Outdoors & Recreation
Midway Restaurant & Pizza	Pizza restaurant	41.8688136	-72.1460185	Food
Ashford	Connecticut 06278	41.8730657	-72.1216163	Outdoors & Recreation
O'Connor's Restaurant & Bar	Irish restaurant	42.335702000000005	-71.788405	Outdoors & Recreation
Greendale	Wisconsin	42.9405711	-87.9959191	Outdoors & Recreation
Stonington	Connecticut	41.335891499999995	-71.9058854	Outdoors & Recreation
First Transit UCONN	Bus company	41.8106588	-72.2612675	Travel & Transport
Biorasis Inc	Medical equipment supplier	41.8128506	-72.2504925	Shop & Service
Yankee Expy	Connecticut	41.548024	-73.0682058	Outdoors & Recreation
David E Palozej Eyecare Associates	Optometrist	41.8536439	-72.3408252	Outdoors & Recreation
David E Palozej Eyecare Associates	Optometrist	41.965816499999995	-72.3295674	Outdoors & Recreation
Bayona Gerald MD	Internist	41.853694899999994	-72.3407745	Professional & Other Places
1198 US-44	Clintondale, NY 12515	41.6949295	-74.0601562	Outdoors & Recreation
Mark Edward Freitas Ice Forum	Ice skating rink	41.8002244	-72.2546351	Outdoors & Recreation
Industrial Tract	Storrs, CT 06268	41.8211745	-72.2704277	Outdoors & Recreation
45 Woodland St	Tolland, CT 06084	41.8461435	-72.3673894	Travel & Transport
45 Woodland St	Manchester, CT 06042	41.79013629999999	-72.5267031	Outdoors & Recreation
45 Woodland St	Enfield, CT 06082	42.010991100000005	-72.5463808	Outdoors & Recreation
Preston Town Hall	City Hall	41.489985	-71.9933783	Professional & Other Places
Fox Theater	Performing arts theater	41.4726833	-71.9606028	Outdoors & Recreation
Dunkin'	Coffee shop	41.513350700000004	-72.0470137	Shop & Service
Dunkin'	Coffee shop	41.4872503	-71.9735898	Shop & Service
BESTWAY PRESTON	Gas station	41.513292299999996	-72.0469806	Shop & Service
Preston Market	Convenience store	41.489579	-72.000193	Shop & Service
Preston Public Library	Public library	41.489500799999995	-71.9928069	Professional & Other Places
Jordan's Used Auto Parts	Used auto parts store	41.515057500000005	-72.047244	Shop & Service
DownTown CT	Museum	41.7593935	-72.6538177	Arts & Entertainment
Bikes 2 You, LLC	Bicycle repair shop	41.518759499999994	-72.757507	Shop & Service
New Moon II	Chinese restaurant	41.556665100000004	-73.0581488	Outdoors & Recreation
Jimmys 2	Family restaurant	41.567994399999996	-73.0609444	Outdoors & Recreation
JM Refinishing 2	Bathroom remodeler	41.564746500000005	-73.0254005	Shop & Service
Connecticut River State Wildlife Area	Park	41.584492499999996	-72.6465307	Outdoors & Recreation
University of Connecticut	University	41.8077414	-72.2539805	College & University
Bridgeport American Job Center (Full Service)	Employment agency	41.1786255	-73.193584	Shop & Service
Hoberman Harvey	Attorney	41.76589179999999	-72.6690163	Professional & Other Places
UBS Financial Services Inc.	Financial consultant	41.7658785	-72.6693162	Shop & Service
UBS Financial Services Inc.	Financial consultant	41.3545446	-72.0943596	Shop & Service
UBS Financial Services Inc.	Financial consultant	42.1017485	-72.5910208	Shop & Service
UBS Financial Services Inc.	Financial consultant	41.0497811	-73.5436311	Shop & Service
UBS Financial Services Inc.	Financial consultant	41.8281249	-71.4132426	Shop & Service
UBS Financial Services Inc.	Financial consultant	42.2646473	-71.8039937	Shop & Service
UBS Financial Services Inc.	Financial consultant	41.310036600000004	-72.922382	Shop & Service
UBS Financial Services Inc.	Financial consultant	42.3566274	-71.0543268	Shop & Service
UBS Financial Services Inc.	Financial consultant	41.4845219	-71.3079007	Shop & Service
UBS Financial Services Inc.	Financial consultant	42.3194599	-71.2331869	Shop & Service
UBS Financial Services Inc.	Financial consultant	40.760974700000006	-73.9801512	Shop & Service
UBS Financial Services Inc.	Financial institution	40.759671999999995	-74.0234219	Shop & Service
UBS Financial Services Inc.	Financial consultant	40.884474499999996	-72.3891638	Shop & Service
UBS Financial Services Inc.	Financial consultant	41.023749	-73.7348941	Shop & Service
UBS Financial Services Inc.	Financial planner	42.3567155	-71.0547921	Shop & Service
UBS Financial Services Inc.	Financial consultant	42.163864700000005	-70.8979297	Shop & Service
Susan Dowling - UBS Financial Services Inc.	Financial consultant	41.3545631	-72.0943911	Shop & Service
Ubs Financial Services Inc: Parker Christian	Insurance agency	42.3194599	-71.2331869	Shop & Service
UBS Financial Services Inc.	Financial consultant	42.5396354	-70.9512045	Shop & Service
UBS Financial Services Inc.	Financial consultant	42.450574100000004	-73.2535849	Shop & Service
Celeron Trail	Mansfield, CT 06268	41.8123799	-72.2671129	Outdoors & Recreation
Lodewick Visitors Center	Visitor center	41.809241	-72.259532	Shop & Service
Zipcar	Transportation service	41.8041965	-72.2420331	Travel & Transport
Zipcar	Transportation service	41.8060294	-72.2500179	Travel & Transport
Zipcar	Transportation service	41.8029225	-72.2489652	Travel & Transport
Zipcar	Transportation service	41.8094594	-72.2594558	Travel & Transport
Zipcar	Transportation service	41.8133801	-72.2527603	Travel & Transport
Zipcar	Transportation service	41.8023467	-72.2593432	Travel & Transport
Zipcar	Transportation service	41.7512664	-72.6890472	Travel & Transport
Zipcar	Transportation service	41.74582720000001	-72.6881879	Travel & Transport
Zipcar	Transportation service	42.102185600000006	-72.5566215	Travel & Transport
Zipcar	Transportation service	41.8001578	-72.7133823	Travel & Transport
Zipcar	Transportation service	41.9255886	-72.674208	Travel & Transport
Zipcar	Transportation service	42.1153808	-72.5166653	Travel & Transport
Zipcar	Transportation service	41.3809525	-72.1065089	Travel & Transport
Zipcar	Transportation service	42.2373251	-71.8076706	Travel & Transport
Zipcar	Transportation service	42.342807	-71.1172318	Travel & Transport
Zipcar	Transportation service	42.340413899999994	-71.1035746	Travel & Transport
Zipcar	Transportation service	42.3447373	-71.1058693	Travel & Transport
Zipcar	Transportation service	42.2498881	-71.8251841	Travel & Transport
Zipcar	Transportation service	41.4881732	-71.5316262	Travel & Transport
Zipcar	Transportation service	42.2525604	-71.8238819	Travel & Transport
Mathematics Department	University department	41.80698889999999	-72.2492507	Outdoors & Recreation
Department of Mathematics, Brown University	University department	41.825385600000004	-71.4001714	Outdoors & Recreation
Department of Mathematics and Statistics	University department	42.3939023	-72.5276154	Outdoors & Recreation
Department of Mathematical Sciences	University department	42.273895	-71.80763	Outdoors & Recreation
Division of Applied Mathematics	University department	41.8259939	-71.397482	Outdoors & Recreation
Department of Mathematics	University department	42.338299600000006	-71.0907649	Outdoors & Recreation
Mathematics Department	University department	42.3764326	-71.1167153	Outdoors & Recreation
NW Quad Path	Mansfield, CT 06269	41.8107975	-72.2592277	Outdoors & Recreation
Russell Hall	Mail room	41.8105201	-72.2594314	Outdoors & Recreation
Russell Hall Company	Paper distributor	41.5433665	-72.7975167	Outdoors & Recreation
Russell-Hall Vending Services Inc	Amusement machine supplier	42.2038297	-72.6042582	Shop & Service
415 Old Post Rd	Tolland, CT 06084	41.863020899999995	-72.3974139	Travel & Transport
673 US-44	Highland, NY 12528	41.692738399999996	-74.0251197	Outdoors & Recreation
Bolton Dental Group	Dentist	41.7910938	-72.4424865	Professional & Other Places
Quarryville Cemetery	Cemetery	41.7913297	-72.4425657	Outdoors & Recreation
Bolton Center Cemetery	Cemetery	41.7643387	-72.4327106	Outdoors & Recreation
Quarryville Cemetery	Cemetery	39.884115	-76.1608306	Outdoors & Recreation
Wilbur Cross Way and Mansfield Post Office	Bus stop	41.802141999999996	-72.240703	Travel & Transport
Post Office	Bus stop	41.80215	-72.240745	Travel & Transport
Royce Cir and Nash-Zimmer Transportation Center	Bus stop	41.804301	-72.241922	Travel & Transport
Transportation Center	Bus stop	41.804231	-72.242106	Travel & Transport
Intermodal Center, Mansfield, CT	Bus stop	41.804162	-72.242087	Travel & Transport
Mansfield Town Hall	Bus stop	41.802593	-72.24239	Travel & Transport
Storrs Rd and E.O. Smith HS	Bus stop	41.802721999999996	-72.242493	Travel & Transport
Buckley	Bus stop	41.805172999999996	-72.244259	Travel & Transport
Shippee Northbound	Bus stop	41.806442	-72.245317	Travel & Transport
Music	Bus stop	41.8055	-72.245444	Travel & Transport
Clinton	Connecticut	41.2882208	-72.5288034	Outdoors & Recreation
Clinton	Massachusetts	42.4167635	-71.6829081	Outdoors & Recreation
Clinton	Train station	41.2794856	-72.5282997	Travel & Transport
Clinton Town Hall	City government office	41.277443299999995	-72.5236594	Professional & Other Places
Clinton Public Schools	School	41.3028755	-72.5253372	Professional & Other Places
Clinton Country Club	Country club	41.2829653	-72.4926737	Outdoors & Recreation
Clinton Fire Department	Fire station	41.2788942	-72.5244692	Professional & Other Places
Clinton Veterinary Hospital	Veterinarian	41.283187299999994	-72.4965893	Professional & Other Places
Clinton Richmond Design	Drafting service	41.916234700000004	-71.9372279	Shop & Service
Clinton Town Hall	City Hall	42.4172623	-71.6826858	Professional & Other Places
Clinton District Court	City courthouse	42.399335	-71.686802	Professional & Other Places
Clinton Savings Bank	Bank	42.4176566	-71.6840253	Shop & Service
Clinton Town Beach	Recreation	41.269469	-72.519958	Outdoors & Recreation
Clinton Parks and Recreation	Athletic park	41.3101226	-72.5365038	Outdoors & Recreation
Clinton Family Dentistry	Dentist	41.277491	-72.5141847	Professional & Other Places
Clinton School District-Superintendent	School	42.4174205	-71.6866024	Professional & Other Places
Community Health Center/clinton	Medical clinic	41.27595720000001	-72.5178503	Professional & Other Places
Clinton	MA	42.4090197	-71.6792008	Outdoors & Recreation
Clinton Police Department	Police department	41.2753158	-72.5126762	Outdoors & Recreation
Clinton Crossing Premium Outlets	Outlet mall	41.2926494	-72.5330058	Shop & Service
Woodstock	New York	42.040924700000005	-74.1181971	Outdoors & Recreation
Park & Ride	Park & ride	41.855911	-72.091678	Outdoors & Recreation
Park & Ride	Park & ride	41.8999107	-72.2889304	Outdoors & Recreation
Park & Ride	Park & ride	41.7650956	-72.1398197	Outdoors & Recreation
Connecticut Park & Ride	Park & ride	41.886225200000005	-72.3096754	Outdoors & Recreation
Park and Ride UConn	Park & ride	41.730587299999996	-72.2019194	Outdoors & Recreation
Park & Ride	Park & ride	41.7865106	-72.4553543	Outdoors & Recreation
Park & Ride	Park & ride	41.78611420000001	-71.9548967	Outdoors & Recreation
Tolland Park & Ride, Exit 68	Park & ride	41.865350799999995	-72.3615432	Outdoors & Recreation
Park & Ride	Park & ride	41.7189279	-71.8951763	Outdoors & Recreation
Bolton Park & Ride	Park & ride	41.7866099	-72.4555061	Outdoors & Recreation
Connecticut Park & Ride	Park & ride	41.7673274	-72.5742325	Outdoors & Recreation
Park & Ride	Park & ride	42.1873004	-71.8558598	Outdoors & Recreation
Park & Ride	Park & ride	41.5928135	-71.9722306	Outdoors & Recreation
Park & Ride	Park & ride	41.684392100000004	-71.9084264	Outdoors & Recreation
Sturbridge Park & Ride	Park & ride	42.109931599999996	-72.0863843	Outdoors & Recreation
Park & Ride	Park & ride	41.5601392	-72.3208449	Outdoors & Recreation
Park & Ride	Park & ride	41.5092964	-72.119667	Outdoors & Recreation
Park and Ride	Park & ride	41.804596000000004	-72.55623	Outdoors & Recreation
Park & Ride	Park & ride	41.5901685	-72.3948554	Outdoors & Recreation
Park & Ride	Parking lot	41.842378499999995	-71.8795901	Professional & Other Places
Depression and Anxiety Center for Discovery and Treatment	Mental health service	40.791506899999995	-73.9486777!3m4!1s0x89c258a749b5f789:0x10feaef5d1c58f93!8m2	Shop & Service
The Mount Sinai Alzheimer's Disease Research Center	Research institute	40.791506899999995	-73.9486777!3m4!1s0x89c258a721221701:0x18ff95a24bbd2b03!8m2	Professional & Other Places
Somerville	Massachusetts	42.3875968	-71.0994968	Outdoors & Recreation
Dog Lane Café	Cafe	41.804994	-72.243886	Outdoors & Recreation
University of Connecticut Seal	Historical landmark	41.807288799999995	-72.2525002	Professional & Other Places
C-Lot Driveway	Mansfield, CT 06268	41.813063	-72.2666801	Outdoors & Recreation
UConn Lot C (Commuter Lot)	Parking lot	41.8134054	-72.2683115	Professional & Other Places
Parking Lot C	Parking lot	41.7571532	-72.6143537	Professional & Other Places
Lot C	Parking lot	41.3493558	-72.079402	Professional & Other Places
C Lot	Parking lot	41.3448151	-72.0770076	Professional & Other Places
Mt.Sinai Campus Lot C	Parking lot	41.800115999999996	-72.695976	Professional & Other Places
"Baystate Center ""C"" Parking Lot"	Hospital	42.1305124	-72.6134252	Professional & Other Places
Thomas J. Dodd Research Center	Storrs, CT 06269	41.8058244	-72.2510908	Outdoors & Recreation
96 Palmer Neck Rd	Pawcatuck, CT 06379	41.354452	-71.879218	Outdoors & Recreation
Martin Gifts .store	Gift shop	41.490388	-72.20771	Shop & Service
Martins Auto Sales	Car dealer	42.157044	-72.479253	Shop & Service
Martin's Soldering Co	Costume jewelry shop	41.827488	-71.473024	Shop & Service
Martin's Floor Covering Inc.	Wood floor installation service	42.156383700000006	-72.7253632	Shop & Service
Martin & Son Auto Parts & Salvage	Car dealer	41.383492	-71.8088394	Shop & Service
MARTIN UPHOLSTERY	Upholstery shop	42.096346000000004	-72.623232	Shop & Service
Martin's Auto	Auto repair shop	42.341793599999995	-72.4588076	Shop & Service
Verginia Martins	Home goods store	41.8630814	-71.393272	Shop & Service
Martin Elementary	Elementary school	41.7543278	-72.5124409	Professional & Other Places
Martin Cabinet	Furniture store	41.6719439	-72.9158132	Shop & Service
Martin's Coffee Shop	Sandwich shop	42.33446729999999	-71.1188958	Shop & Service
Andy Martin's Corner	Convenience store	41.1904527	-73.1533875	Shop & Service
Martin's News Shops	Newsstand	42.3555144	-71.0530268	Shop & Service
⭐ Martin's Services	Plumbing supply store	42.3230474	-71.098849	Shop & Service
Martin Tire and Auto Repair	Auto repair shop	42.2589606	-71.8214421	Shop & Service
Martin's Restaurant	Breakfast restaurant	42.127866999999995	-70.942222	Food
Martin's Waltham Spring Co	Auto spring shop	42.3759375	-71.2337369	Shop & Service
Martin Cabinet Inc	Cabinet maker	41.652707299999996	-72.8742178	Outdoors & Recreation
Martin-Brower/McDonald's Distribution Center	Food products supplier	42.0043088	-72.5219455	Shop & Service
Martin's News Shops	Newsstand	42.3561065	-71.0568336	Shop & Service
Geography Department	University department	41.8103	-72.251287!3m4!1s0x89e68a3a5868b15b:0xa90e70551679594!8m2	Outdoors & Recreation
Philip E. Austin Building	University department	41.8103	-72.251287!3m4!1s0x89e68a3a58f465b9:0xa5f0e244c34911f4!8m2	Outdoors & Recreation
1345 Storrs Rd	Storrs, CT 06268	41.808858	-72.2473825	Outdoors & Recreation
14 Husky Cir	Storrs, CT 06268	41.801888399999996	-72.2584927	Outdoors & Recreation
Chirnside Rd & Ella Grasso Turnpike	Windsor Locks, CT 06096	41.9340583	-72.670664	Outdoors & Recreation
Ella Grasso Tpke and Opp Chirnside Rd	Bus stop	41.93391	-72.67078	Travel & Transport
CT-195	Connecticut	41.7691878	-72.2016049	Outdoors & Recreation
State Hwy 430	Mansfield, CT	41.8116474	-72.2497131	Outdoors & Recreation
Sam's Food Stores	Convenience store	41.8091059	-72.2605585	Shop & Service
Sam's Food Stores	Grocery store	41.784652	-72.4980243	Shop & Service
Sam's Food Stores	Convenience store	41.795528999999995	-72.521054	Shop & Service
Sam's Food Stores	Convenience store	41.9857499	-72.4435429	Shop & Service
Sam's Food Stores	Convenience store	41.7042171	-72.5925839	Shop & Service
Sam's Food Stores	Tobacco shop	42.022861600000006	-72.5603879	Shop & Service
Sam's Food Stores	Corporate office	41.66973170000001	-72.6422773	Professional & Other Places
Sam's Food Stores	Convenience store	41.540819899999995	-72.0852156	Shop & Service
Sam's Food Stores	Convenience store	41.992590500000006	-71.5147293	Shop & Service
Sam's Food Stores	Convenience store	41.737424299999994	-72.6715544	Shop & Service
Sam's Food Stores	Convenience store	41.766864899999995	-72.7070203	Shop & Service
Sam's Food Stores	Convenience store	41.711415	-71.445217	Shop & Service
Sam's Food Stores	Convenience store	41.5344099	-72.0559038	Shop & Service
Sam's Food Stores	Convenience store	41.8168468	-71.4438319	Shop & Service
Sam's food stores	Grocery store	41.7439634	-72.6825564	Shop & Service
Sam's Food Stores	Convenience store	41.736680299999996	-72.6287235	Shop & Service
Sam's Food Stores	Convenience store	41.7365855	-72.685677	Shop & Service
Sam's Food Store	Convenience store	42.0878091	-72.5680816	Shop & Service
Sam's Food Stores	Convenience store	41.732421	-72.7342989	Shop & Service
Sam's Food Stores	Gas station	42.1111986	-72.0946138	Shop & Service
Storrs Wine and Spirits 2	Liquor store	41.8091059	-72.2605585	Shop & Service
1361 Storrs Rd	Storrs, CT 06268	41.8101247	-72.2484095	Outdoors & Recreation
93 Elm St	Willimantic, CT 06226	41.716410100000004	-72.2010657	Outdoors & Recreation
7 Cameron	Apartment building	42.3979333	-71.1299982	Residence
7 Cameron	Apartment building	42.3979333	-71.1299982	Residence
Linear Park at Mass Ave Hubway Station	Bike sharing station	42.3977951	-71.1302519	Travel & Transport
Attorney George W. Spartichino Park	Park	42.39777410000001	-71.130251	Outdoors & Recreation
UConn Foundation	University department	41.8078144	-72.2577487!3m4!1s0x89e68a3f2f018309:0xaaa441cb938de642!8m2	Outdoors & Recreation
Lot 9	Parking lot	42.3659012	-71.1062766	Professional & Other Places
Natick Mall - Lot 9	Parking lot	42.3026901	-71.3817492	Professional & Other Places
Big E Gate 9 Parking Lot	Parking lot	42.0935416	-72.611789	Professional & Other Places
E-9 Parking Lot	Parking lot	41.808164500000004	-71.4110356	Professional & Other Places
Long Term Parking Lot 9	Airport parking lot	40.6614106	-73.8246797	Travel & Transport
Westchester Comm College Lot 9	Bus stop	41.065059000000005	-73.787377	Travel & Transport
Ford Parking Lot 9	Parking lot	40.722022499999994	-73.5926699	Professional & Other Places
9 Commerce Drive Parking	Parking lot	41.528882	-71.299805	Professional & Other Places
9 Lewis St Garage	Parking lot	41.7656367	-72.6756201	Professional & Other Places
9 West St Parking	Parking lot	42.2579032	-71.1161226	Professional & Other Places
Metuchen Station Lot 9	Parking lot	40.541296	-74.363923	Professional & Other Places
Staten Island Mall - Lot 9	Parking lot	40.5782012	-74.1649488	Professional & Other Places
Bridgewater Commons - Lot 9	Parking lot	40.5854165	-74.6212287	Professional & Other Places
Institute of Public and Urban Affairs	University	41.8054885	-72.2502812	College & University
UConn Lot C (Commuter Lot)	Parking lot	41.8134054	-72.2683115	Professional & Other Places
Storrs Rd	Mansfield, CT	41.7941388	-72.2351599	Outdoors & Recreation
Price Chopper	Supermarket	41.8024167	-72.241945	Shop & Service
Price Chopper	Supermarket	41.9191667	-71.9066667	Shop & Service
Price Chopper	Supermarket	42.0614108	-71.8629937	Shop & Service
Price Chopper	Supermarket	41.870670000000004	-72.661447	Shop & Service
Price Chopper Pharmacy	Pharmacy	41.919090999999995	-71.9070675	Shop & Service
Price Chopper	Supermarket	42.2429982	-71.829573	Shop & Service
Price Chopper	Supermarket	42.2134478	-71.7979271	Shop & Service
Price Chopper	Supermarket	41.668731	-72.7214401	Shop & Service
Market 32 by Price Chopper	Supermarket	42.160194700000005	-71.7327144	Shop & Service
Price Chopper Floral	Florist	41.9202964	-71.9059544	Outdoors & Recreation
Price Chopper	Supermarket	41.553181	-72.6804023	Shop & Service
Price Chopper	Supermarket	42.244838200000004	-71.9933873	Shop & Service
Price Chopper	Supermarket	42.2710035	-71.815068	Shop & Service
Price Chopper	Supermarket	42.2470852	-71.7727209	Shop & Service
Behind the Rocks	Hartford, CT 06106	41.74385039999999	-72.7021291	Travel & Transport
29 Oak Hill Rd	Storrs, CT 06268	41.8083996	-72.2437689	Outdoors & Recreation
29 Oak Hill Dr	Willimantic, CT 06226	41.726108399999994	-72.2277465	Outdoors & Recreation
UConn Athletic Communications	Athletic club	41.8054023	-72.2544947	Outdoors & Recreation
CT-195	Connecticut	41.7691878	-72.2016049	Outdoors & Recreation
202 Broad St	Providence, RI 02903	41.816455	-71.4185107	Outdoors & Recreation
Trooper Russell A. Bagshaw Memorial Field	Broad St	41.78284910000001	-72.5341625	Travel & Transport
Horsebarn Hill Rd Ext	Mansfield, CT 06269	41.814318799999995	-72.2457896	Outdoors & Recreation
HuskyTech	Computer repair service	41.8066349	-72.2518178	Shop & Service
Storrs Community Church	Religious organization	41.8371773	-72.3121966	Professional & Other Places
199 Cedar Swamp Road Extension	Coventry, CT 06238	41.7958586	-72.4167223	Outdoors & Recreation
Nathan Hale Hall	Student dormitory	41.8057485	-72.2593515	Residence
Nathan Hale Hall	Insurance agency	41.327255799999996	-72.0937014	Shop & Service
UCONN Huskies Memorial	Memorial park	41.8077429	-72.2541239	Outdoors & Recreation
University of Connecticut	University	41.8077414	-72.2539805	College & University
Electric Blue Cafe	Adult entertainment club	41.86518	-72.3632029	Outdoors & Recreation
Village Spirit Shop	Liquor store	41.8652186	-72.3630703	Shop & Service
Papa T's	Italian restaurant	41.865118599999995	-72.363081	Outdoors & Recreation
Elmer S. Watson Hall	Storrs, CT 06269	41.8037474	-72.2505819	Outdoors & Recreation
2023 Hillside Rd	Storrs, CT 06269	41.804328000000005	-72.2528895	Outdoors & Recreation
Connecticut State Museum-Natural	Museum	41.8042539	-72.2528104	Arts & Entertainment
209 Twin Hills Dr	Coventry, CT 06238	41.8000804	-72.4070291	Outdoors & Recreation
209 Twin Hills Dr	Longmeadow, MA 01106	42.0448992	-72.5406963	Outdoors & Recreation
94 N Elm St	Westfield, MA 01085	42.1322747	-72.7438319	Outdoors & Recreation
94 Elm St	Willimantic, CT 06226	41.7162736	-72.2009957	Outdoors & Recreation
119 Oakland St	Manchester, CT 06042	41.79764229999999	-72.520027	Outdoors & Recreation
119 Oakland St	Springfield, MA 01108	42.0883104	-72.5636796	Outdoors & Recreation
Simpson Bay	Sint Maarten	18.038564899999997	-63.1163276	Outdoors & Recreation
Lot S	University	41.8036196	-72.2467891	College & University
S FrontagePark and Ride Lot and S Frontage Rd	Bus station	41.730369	-72.201769	Travel & Transport
Norwichtown	Norwich, CT 06360	41.571981799999996	-72.0882123	Outdoors & Recreation
1260 Storrs Rd	Storrs, CT 06268	41.8044833	-72.2438145	Outdoors & Recreation
Christ Sun of Justice	Catholic church	42.7317711	-73.6723573	Professional & Other Places
Newington	Connecticut	41.6972996	-72.7228293	Outdoors & Recreation
2083 Hillside Rd	Storrs, CT 06268	41.806895700000005	-72.2552259	Outdoors & Recreation
Mansfield Center Cemetery	Cemetery	41.808428	-72.249531	Outdoors & Recreation
New Mansfield Center Cemetery	Cemetery	41.763546000000005	-72.1935643	Outdoors & Recreation
Olde Mansfield Center Cemetery	Cemetery	41.762180900000004	-72.1955026	Outdoors & Recreation
Massachusetts Turnpike	Massachusetts	42.182528000000005	-72.2152909	Outdoors & Recreation
Charlton	Massachusetts 01507	42.13565	-71.970074	Outdoors & Recreation
St Mark's Episcopal Chapel	Episcopal church	41.8118806	-72.2535	Professional & Other Places
St. Timothy's Church	Church	41.8119467	-72.2534959	Professional & Other Places
2000 Storrs Rd	Storrs, CT 06268	41.8311561	-72.2951471	Outdoors & Recreation
Connecticut Turnpike	Connecticut	41.5188281	-72.1195985	Outdoors & Recreation
Billy Folly Road	Sint Maarten	18.027828699999997	-63.0931896	Outdoors & Recreation
Woodward Greenhouses	Greenhouse	41.766232	-72.1385058	Outdoors & Recreation
The Greenhouse At La Cucina De Hampden House	Italian restaurant	42.05822979999999	-72.440785	Outdoors & Recreation
Ledgecrest Greenhouses	Greenhouse	41.7736627	-72.2063976	Outdoors & Recreation
The Greenhouse Apartments	Real estate agency	42.3446698	-71.0822009	Shop & Service
Tri-County Greenhouse	Greenhouse	41.812969	-72.2949801	Outdoors & Recreation
The Glass Greenhouse & Farm Market	Greenhouse	40.94874620000001	-72.5915464	Outdoors & Recreation
Greenhouse Wood Fired Grill	Pub	42.102083	-71.504433	Food
The Dudley Greenhouse	Greenhouse	42.322771	-71.073937	Outdoors & Recreation
Hart's Greenhouse & Florist	Greenhouse	41.6957924	-71.9848757	Outdoors & Recreation
Baltic Greenhouse	Garden center	41.6186995	-72.1051296	Travel & Transport
Kristen's Country Greenhouses	Greenhouse	41.5793178	-72.2297648	Outdoors & Recreation
Logee's Greenhouses	Garden center	41.815649	-71.882447	Travel & Transport
Sprucedale Gardens Greenhouse & Nursery	Garden center	41.9365315	-71.9817432	Travel & Transport
Groden Greenhouse	Greenhouse	41.8438373	-71.4074377	Outdoors & Recreation
Hart's Greenhouse & Florist	Garden center	41.7938889	-71.9386111	Travel & Transport
Atwood Avenue Greenhouses	Greenhouse	41.793299	-71.476864	Outdoors & Recreation
The Greenhouse in Deal Florist and Garden Center	Florist	40.2630301	-74.0002614	Outdoors & Recreation
The Greenhouses	Event venue	41.657003	-74.2300209	Professional & Other Places
Lamoureux Greenhouses	Greenhouse	42.1689081	-72.1304057	Outdoors & Recreation
Horse Listener's Orchard	Orchard	41.8507344	-72.1471938	Travel & Transport
Buccaneer Beach Bar	Bar & grill	18.0319246	-63.0928736	Outdoors & Recreation
Geography Department	University department	41.8103	-72.251287!3m4!1s0x89e68a3a5868b15b:0xa90e70551679594!8m2	Outdoors & Recreation
Philip E. Austin Building	University department	41.8103	-72.251287!3m4!1s0x89e68a3a58f465b9:0xa5f0e244c34911f4!8m2	Outdoors & Recreation
College of Liberal Arts and Sciences	University department	41.8103584	-72.251189	Outdoors & Recreation
State Hwy 430	Mansfield, CT	41.8116474	-72.2497131	Outdoors & Recreation
North Veterinary Clinic	Veterinarian	41.8669714	-72.1504909	Professional & Other Places
North Campus Dining Hall	Restaurant	41.812194299999994	-72.2584535	Food
North Campus Barber Styling	Barber shop	41.808518400000004	-72.2625829	Shop & Service
Illianos of North Windham	Italian restaurant	41.7414239	-72.1777556	Outdoors & Recreation
North Windham School	Elementary school	41.7409617	-72.1571196	Professional & Other Places
North Garage	Parking garage	41.8084389	-72.2580487	Professional & Other Places
North East Placement Services	Employment agency	41.892053000000004	-72.0845331	Shop & Service
north	American restaurant	41.82313679999999	-71.4157829	Outdoors & Recreation
Repair Zone - North Windham	Mobile phone repair shop	41.7414239	-72.1777556	Shop & Service
Jazzercise of North Windham	Physical fitness program	41.7387767	-72.1805803	Outdoors & Recreation
ALDI	Grocery store	41.7386405	-72.1790117	Shop & Service
Iron Bridge North	Bridge	41.7833935	-72.2027144	Outdoors & Recreation
North/Northwest	Bus stop	41.810595	-72.25723	Travel & Transport
North Ashford	Eastford, CT 06242	41.9542636	-72.1047983	Travel & Transport
Airline Trail North	Gym	41.865039200000005	-71.9645714	Outdoors & Recreation
North Star Foundation	Non-profit organization	41.768829499999995	-72.2415171	Professional & Other Places
North Hill	Mountain peak	41.7239875	-71.9742408	Outdoors & Recreation
North River Road Self Storage	Self-storage facility	41.889354700000005	-72.3107178	Outdoors & Recreation
North Windham Small Engine Repairs	Lawn mower store	41.74449570000001	-72.1694956	Shop & Service
North Woodstock	Woodstock, CT 06281	41.9903748	-71.9970186	Outdoors & Recreation
Biology/Physics Bldg	Storrs, CT 06269	41.80988	-72.2566459	Outdoors & Recreation
School of Fine Arts Art Ceramics Studio (ACS)	Art school	41.804169	-72.2530243	Professional & Other Places
